post_code,insee_code,city_label
93800,93031,épinay-sur-seine
93220,93032,gagny
93460,93033,gournay-sur-marne
93450,93039,l' île-saint-denis
93260,93045,les lilas
93190,93046,livry-gargan
93370,93047,montfermeil
93100,93048,montreuil
93360,93049,neuilly-plaisance
93330,93050,neuilly-sur-marne
93160,93051,noisy-le-grand
93130,93053,noisy-le-sec
93500,93055,pantin
93320,93057,les pavillons-sous-bois
93380,93059,pierrefitte-sur-seine
93310,93061,le pré-saint-gervais
93340,93062,le raincy
93230,93063,romainville
93110,93064,rosny-sous-bois
93200,93066,saint-denis
93400,93070,saint-ouen
93270,93071,sevran
93240,93072,stains
93290,93073,tremblay-en-france
93410,93074,vaujours
93250,93077,villemomble
93420,93078,villepinte
93430,93079,villetaneuse
94480,94001,ablon-sur-seine
94140,94002,alfortville
94110,94003,arcueil
94470,94004,boissy-saint-léger
94380,94011,bonneuil-sur-marne
94360,94015,bry-sur-marne
94230,94016,cachan
94500,94017,champigny-sur-marne
94220,94018,charenton-le-pont
94430,94019,chennevières-sur-marne
94550,94021,chevilly-larue
94600,94022,choisy-le-roi
94000,94028,créteil
94120,94033,fontenay-sous-bois
94260,94034,fresnes
94250,94037,gentilly
94240,94038,l' haÿ-les-roses
94200,94041,ivry-sur-seine
94340,94042,joinville-le-pont
94270,94043,le kremlin-bicêtre
94450,94044,limeil-brévannes
94700,94046,maisons-alfort
94520,94047,mandres-les-roses
94440,94048,marolles-en-brie
94130,94052,nogent-sur-marne
94880,94053,noiseau
94310,94054,orly
94490,94055,ormesson-sur-marne
94520,94056,périgny
94170,94058,le perreux-sur-marne
94420,94059,le plessis-trévise
94510,94060,la queue-en-brie
94150,94065,rungis
94160,94067,saint-mandé
94100,94068,saint-maur-des-fossés
94410,94069,saint-maurice
94440,94070,santeny
94370,94071,sucy-en-brie
94320,94073,thiais
94460,94074,valenton
94440,94075,villecresnes
94800,94076,villejuif
94290,94077,villeneuve-le-roi
94190,94078,villeneuve-saint-georges
94350,94079,villiers-sur-marne
94300,94080,vincennes
94400,94081,vitry-sur-seine
95450,95002,ableiges
95510,95008,aincourt
95710,95011,ambleville
95510,95012,amenucourt
95580,95014,andilly
95100,95018,argenteuil
95400,95019,arnouville
95810,95023,arronville
95420,95024,arthies
95270,95026,asnières-sur-oise
95570,95028,attainville
95430,95039,auvers-sur-oise
95450,95040,avernes
95560,95042,baillet-en-france
95420,95046,banthelu
95250,95051,beauchamp
95260,95052,beaumont-sur-oise
95750,95054,le bellay-en-vexin
95270,95055,bellefontaine
95270,95056,belloy-en-france
95340,95058,bernes-sur-oise
95810,95059,berville
95550,95060,bessancourt
95840,95061,béthemont-la-forêt
95870,95063,bezons
95000,95074,boisemont
95650,95078,boissy-l'aillerie
95500,95088,bonneuil-en-france
95570,95091,bouffémont
95720,95094,bouqueval
95710,95101,bray-et-lû
95640,95102,bréançon
95640,95110,brignancourt
95820,95116,bruyères-sur-oise
95770,95119,buhy
95430,95120,butry-sur-oise
95000,95127,cergy
95660,95134,champagne-sur-oise
95420,95139,la chapelle-en-vexin
95420,95141,charmont
95750,95142,chars
95190,95144,châtenay-en-france
95270,95149,chaumontel
95710,95150,chaussy
95560,95151,chauvry
95380,95154,chennevières-lès-louvres
95510,95157,chérence
95420,95166,cléry-en-vexin
95450,95169,commeny
95450,95170,condécourt
95240,95176,cormeilles-en-parisis
95830,95177,cormeilles-en-vexin
95650,95181,courcelles-sur-viosne
95800,95183,courdimanche
95170,95197,deuil-la-barre
95330,95199,domont
95600,95203,eaubonne
95440,95205,écouen
95880,95210,enghien-les-bains
95300,95211,ennery
95380,95212,épiais-lès-louvres
95810,95213,épiais-rhus
95270,95214,épinay-champlâtreux
95610,95218,éragny
95120,95219,ermont
95460,95229,ézanville
95190,95241,fontenay-en-parisis
95470,95250,fosses
95130,95252,franconville
95450,95253,frémainville
95830,95254,frémécourt
95740,95256,frépillon
95530,95257,la frette-sur-seine
95690,95258,frouville
95450,95259,gadancourt
95140,95268,garges-lès-gonesse
95420,95270,genainville
95650,95271,génicourt
95500,95277,gonesse
95190,95280,goussainville
95450,95282,gouzangrez
95810,95287,grisy-les-plâtres
95410,95288,groslay
95450,95295,guiry-en-vexin
95640,95298,haravilliers
95780,95301,haute-isle
95640,95303,le heaulme
95690,95304,hédouville
95220,95306,herblay
95300,95308,hérouville
95420,95309,hodent
95290,95313,l' isle-adam
95850,95316,jagny-sous-bois
95280,95323,jouy-le-moutier
95690,95328,labbeville
95270,95331,lassy
95300,95341,livilliers
95450,95348,longuesse
95380,95351,louvres
95270,95352,luzarches
95560,95353,maffliers
95420,95355,magny-en-vexin
95850,95365,mareil-en-france
95580,95369,margency
95640,95370,marines
95670,95371,marly-la-ville
95420,95379,maudétour-en-vexin
95810,95387,menouville
95180,95388,menucourt
95630,95392,mériel
95540,95394,méry-sur-oise
95720,95395,le mesnil-aubry
95570,95409,moisselles
95650,95422,montgeroult
95370,95424,montigny-lès-cormeilles
95680,95426,montlignon
95360,95427,montmagny
95160,95428,montmorency
95770,95429,montreuil-sur-epte
95560,95430,montsoult
95260,95436,mours
95640,95438,moussy
95590,95445,nerville-la-forêt
95690,95446,nesles-la-vallée
95640,95447,neuilly-en-vexin
95000,95450,neuville-sur-oise
95590,95452,nointel
95270,95456,noisy-sur-oise
95420,95459,nucourt
95420,95462,omerville
95520,95476,osny
95620,95480,parmain
95450,95483,le perchay
95340,95487,persan
95480,95488,pierrelaye
95350,95489,piscop
95130,95491,le plessis-bouchard
95720,95492,le plessis-gassot
95270,95493,le plessis-luzarches
95000,95500,pontoise
95590,95504,presles
95380,95509,puiseux-en-france
95650,95510,puiseux-pontoise
95780,95523,la roche-guyon
95700,95527,roissy-en-france
95340,95529,ronquerolles
95450,95535,sagy
95350,95539,saint-brice-sous-forêt
95770,95541,saint-clair-sur-epte
95510,95543,saint-cyr-en-arthies
95420,95554,saint-gervais
95210,95555,saint-gratien
95320,95563,saint-leu-la-forêt
95270,95566,saint-martin-du-tertre
95310,95572,saint-ouen-l'aumône
95390,95574,saint-prix
95470,95580,saint-witz
95110,95582,sannois
95640,95584,santeuil
95200,95585,sarcelles
95450,95592,seraincourt
95270,95594,seugy
95230,95598,soisy-sous-montmorency
95470,95604,survilliers
95150,95607,taverny
95450,95610,théméricourt
95810,95611,theuville
95500,95612,le thillay
95450,95625,us
95810,95627,vallangoujard
95760,95628,valmondois
95500,95633,vaudherland
95490,95637,vauréal
95470,95641,vémars
95510,95651,vétheuil
95270,95652,viarmes
95510,95656,vienne-en-arthies
95450,95658,vigny
95570,95660,villaines-sous-bois
95380,95675,villeron
95510,95676,villers-en-arthies
95840,95678,villiers-adam
95400,95680,villiers-le-bel
95720,95682,villiers-le-sec
95420,95690,wy-dit-joli-village
