city,post_code,piece,badrooms,price,size,link,desc,detail,monthly_simu,ref,updated_at,ce,ges,transports,contact,elevator,balcon,cave,parking,floor,warming,window,mngt_fee,ppt_tax,shower,bedroom_desc,livroom_desc,kitchen_desc
Boulogne-Billancourt,92100,2,1,280000 ,34.34,/annonces/appartement-boulogne-billancourt-92100-r447100983,"Quartier Point du Jour / Pierre Grenier - Métro Porte de Saint-Cloud.Dans bel immeuble 1930 aux parties communes très bien entretenues, appartement de 2 pièces d'une superficie, 34.34 m², au 6ème...","Quartier Point du Jour / Pierre Grenier - Métro Porte de Saint-Cloud.Dans bel immeuble 1930 aux parties communes très bien entretenues, appartement de 2 pièces d'une superficie, 34.34 m², au 6ème étage avec ascenseur, sur cour au calme, plein ouest.Il est composé d'une entrée, d'un séjour, d'une chambre avec placards, d'une cuisine aménagée, d'une salle de bains, et wc séparés.Parquet en chêne vitrifié, fenêtres pvc double vitrage, digicode, interphone.Charges de copropriété : 2.065 €/an chauffage collectif inclus, eau chaude individuelle. Copropriété de 22 lots principaux. Pas de procédure en cours.",910,E71/0983,29 juin 2023,E,D,"Issy - Val de Seine:tram-0,tram-2,rer-0,rer-c,;",,34 m² au 6ème étage avec ascenseur sur cour au calme plein ouest,,,,34 m² au 6ème étage avec ascenseur sur cour au calme plein ouest,065 €/an chauffage collectif inclus eau chaude individuelle,,Charges de copropriété : 2,,Il est composé d'une entrée d'un séjour d'une chambre avec placards d'une cuisine aménagée d'une salle de bains et wc séparés,Il est composé d'une entrée d'un séjour d'une chambre avec placards d'une cuisine aménagée d'une salle de bains et wc séparés,Il est composé d'une entrée d'un séjour d'une chambre avec placards d'une cuisine aménagée d'une salle de bains et wc séparés.,Il est composé d'une entrée d'un séjour d'une chambre avec placards d'une cuisine aménagée d'une salle de bains et wc séparés. 
Puteaux,92800,2,1,315000 ,42.00,/annonces/appartement-puteaux-92800-r443700708,"**Appartement calme et lumineux de 42m²** situé au 6ème et dernier étage d’un immeuble avec 2 ascenseurs et gardien, exposé Nord Est, à proximité de toutes commodités (écoles, lycées, salles de...","Appartement calme et lumineux de 42m² situé au 6ème et dernier étage d’un immeuble avec 2 ascenseurs et gardien, exposé Nord Est, à proximité de toutes commodités (écoles, lycées, salles de sports, commerces et transports – bus 93 (direction Les Invalides)/144 (direction La Défense) à 3min à pied, gare et tram à 700m). A 15 mn à pied de la Défense.Il se compose d’une entrée desservant un séjour avec placards intégrés, fenêtres avec vue sur jardin et de loin sur la Défense, une cuisine équipée ouverte sur le séjour ;Un petit couloir dessert une chambre, une salle de bains (avec baignoire, lavabo) et un wc séparé.Une cave avec de 3,5m² complète de bien.Chauffage collectif, double vitrage, travaux de rafraichissement à prévoir.Charge de copropriété : 2000E/ anTaxe habitation : 138E/ an",1.044,E37/0708,29 juin 2023,D,D,"Esplanade de la Défense:metro-0,metro-1,;",,Appartement calme et lumineux de 42m² situé au 6ème et dernier étage d’un immeuble avec 2 ascenseurs et gardien exposé Nord Est à proximité de toutes commodités (écoles lycées salles de sports commerces et transports – bus 93 (direction Les Invalides)/144 (direction La Défense) à 3min à pied gare et tram à 700m),,Une cave avec de 35m² complète de bien,,Appartement calme et lumineux de 42m² situé au 6ème et dernier étage d’un immeuble avec 2 ascenseurs et gardien exposé Nord Est à proximité de toutes commodités (écoles lycées salles de sports commerces et transports – bus 93 (direction Les Invalides)/144 (direction La Défense) à 3min à pied gare et tram à 700m),Chauffage collectif double vitrage travaux de rafraichissement à prévoir,,Charge de copropriété : 2000E/ anTaxe habitation : 138E/ an,,Un petit couloir dessert une chambre une salle de bains (avec baignoire lavabo) et un wc séparé,Un petit couloir dessert une chambre une salle de bains (avec baignoire lavabo) et un wc séparé,Il se compose d’une entrée desservant un séjour avec placards intégrés fenêtres avec vue sur jardin et de loin sur la Défense une cuisine équipée ouverte sur le séjour.,Il se compose d’une entrée desservant un séjour avec placards intégrés fenêtres avec vue sur jardin et de loin sur la Défense une cuisine équipée ouverte sur le séjour. 
Colombes,92700,2,1,212000 ,46.00,/annonces/appartement-colombes-92700-r447802473,"Dans le quartier calme et recherché des Vallées, à proximité de la coulée verte, des commerces de la rue Saint Denis, à cinq minutes à pieds de la gare de Colombes et à dix minutes de celle des...","Dans le quartier calme et recherché des Vallées, à proximité de la coulée verte, des commerces de la rue Saint Denis, à cinq minutes à pieds de la gare de Colombes et à dix minutes de celle des Vallées, venez découvrir cet agréable 2 pièces. Appartement au rez-de-chaussée  avec un salon en retrait de la petite rue peu passante et donnant sur une pelouse, une chambre sur cours ainsi qu'une cuisine équipée, un grand couloir avec un placard, une salle de bain et des toilettes séparées. Bien lumineux et traversant, avec une double exposition et une belle hauteur sous plafond, complété par une cave et un local à vélos collectif. Charges de 200 euros par mois incluant l'eau froide, le chauffage collectif au gaz et la gardienne.",648,E78/2473,29 juin 2023,G,F,"Gare du Stade:tram-0,tram-1,;",06.85.89.38.95,,,Bien lumineux et traversant avec une double exposition et une belle hauteur sous plafond complété par une cave et un local à vélos collectif,,,Charges de 200 euros par mois incluant l'eau froide le chauffage collectif au gaz et la gardienne,,Charges de 200 euros par mois incluant l'eau froide le chauffage collectif au gaz et la gardienne,,Appartement au rez-de-chaussée  avec un salon en retrait de la petite rue peu passante et donnant sur une pelouse une chambre sur cours ainsi qu'une cuisine équipée un grand couloir avec un placard une salle de bain et des toilettes séparées,Appartement au rez-de-chaussée  avec un salon en retrait de la petite rue peu passante et donnant sur une pelouse une chambre sur cours ainsi qu'une cuisine équipée un grand couloir avec un placard une salle de bain et des toilettes séparées,,Appartement au rez-de-chaussée  avec un salon en retrait de la petite rue peu passante et donnant sur une pelouse une chambre sur cours ainsi qu'une cuisine équipée un grand couloir avec un placard une salle de bain et des toilettes séparées. 
Bagneux,0,2,1,239000 ,39.00,/annonces/appartement-bagneux-r448400655,"Idéal investissement locatif, appartement vendu avec locataire.Bien très recherché sur le secteur, vue imprenable sur un écrin de verdure au cœur du quartier historique de Bagneux.**Très beau 2...","Idéal investissement locatif, appartement vendu avec locataire.Bien très recherché sur le secteur, vue imprenable sur un écrin de verdure au cœur du quartier historique de Bagneux.Très beau 2 pièces, au 2ème étage, lumineux et fonctionnel de 39 m2 avec vue sur jardin.Il comprend : une entrée, une pièce principale, une chambre, une cuisine aménagée et une salle de bains + wc.Résidence de 2012, promoteur Kaufman & Broad, sécurisée avec digicode.À proximité des transports :Bus : 388 - 391 - 128Métro Ligne 4.Copropriété de 38 lots (Pas de procédure en cours).Charges annuelles : 665€! Agences et professionnels s'abstenir merci !",752,E84/0655,29 juin 2023,E,B,"Bagneux:rer-0,rer-b,;",06.80.43.88.85,,,,,Très beau 2 pièces au 2ème étage lumineux et fonctionnel de 39 m2 avec vue sur jardin,,,Charges annuelles : 665€! Agences et professionnels s'abstenir merci !,,Il comprend : une entrée une pièce principale une chambre une cuisine aménagée et une salle de bains + wc,Il comprend : une entrée une pièce principale une chambre une cuisine aménagée et une salle de bains + wc,,Il comprend : une entrée une pièce principale une chambre une cuisine aménagée et une salle de bains + wc. 
Créteil,94000,2,1,260000 ,52.00,/annonces/appartement-creteil-94000-r446600546,"Excellente situation, à deux pas de la rue piétonne Créteil Village et de la Marne. Proximité immédiate de tous commerces, parc, marche à pied ou vélo, transports et commodités..Appartement deux...","Excellente situation, à deux pas de la rue piétonne Créteil Village et de la Marne. Proximité immédiate de tous commerces, parc, marche à pied ou vélo, transports et commodités..Appartement deux pièces de 52 m2, très lumineux (exposition Sud-Est), traversant, sans aucun travaux à prévoir.Il se compose d'une entrée donnant immédiatement sur la pièce de vie principale et ses rangements, avec accès balcon, une cuisine équipée séparée (ouvrant aussi sur le balcon), un couloir donnant accès à la chambre, la salle de bains ainsi qu'un wc indépendant.Fenêtres PVC double vitrage partout.  parquet chêne massif.Cuisine neuf et équipé. Dressing sur mesure par un designer.- Tout est refait à neuf complètement  avec des matériaux de qualité : électricité, plomberie, carrelage, peinture porte blindée, volets électriques, radiateurs,  WC neuf et adoucisseur d'eau.Aucun travaux à prévoir/ Vous pouvez démanger et mettez vos valises.Au 3e et dernier étage (sans ascenseur) d'une petite copropriété très calme et sécurisé. Le ravalement a été réalisé en 2022.Une place de parking dans la résidence. Une cave complète ce bien.Chauffage collective ( gaz), radiateurs ( neuf)Taxe foncière : 1050 ENombre des appartement  : 25 sur deux bâtiment ( 12 et 13 ) séparé par le jardin de copropriétéÉlectricité annuel: 550 EDiagnostic de performance énergétique (DPE): DDiagnostic d'émission de gaz à effet de serre (GES) : DCharges prévisionnelles : 2104 € annuellesPas de procédure en coursMétro Ligne 8 : Créteil UniversitéRER A : Créteil Saint MaurCommerce : Rue de Piéton- Église ou Créteil Soleil",833,E66/0546,29 juin 2023,D,D,"Créteil - Préfecture (Hôtel de Ville):metro-0,metro-8,;",,Au 3e et dernier étage (sans ascenseur) d'une petite copropriété très calme et sécurisé,Il se compose d'une entrée donnant immédiatement sur la pièce de vie principale et ses rangements avec accès balcon une cuisine équipée séparée (ouvrant aussi sur le balcon) un couloir donnant accès à la chambre la salle de bains ainsi qu'un wc indépendant,Une cave complète ce bien,Une place de parking dans la résidence,Au 3e et dernier étage (sans ascenseur) d'une petite copropriété très calme et sécurisé,Chauffage collective ( gaz) radiateurs ( neuf)Taxe foncière : 1050 ENombre des appartement  : 25 sur deux bâtiment ( 12 et 13 ) séparé par le jardin de copropriétéÉlectricité annuel: 550 EDiagnostic de performance énergétique (DPE): DDiagnostic d'émission de gaz à effet de serre (GES) : DCharges prévisionnelles : 2104 € annuellesPas de procédure en coursMétro Ligne 8 : Créteil UniversitéRER A : Créteil Saint MaurCommerce : Rue de Piéton- Église ou Créteil Soleil,,Chauffage collective ( gaz) radiateurs ( neuf)Taxe foncière : 1050 ENombre des appartement  : 25 sur deux bâtiment ( 12 et 13 ) séparé par le jardin de copropriétéÉlectricité annuel: 550 EDiagnostic de performance énergétique (DPE): DDiagnostic d'émission de gaz à effet de serre (GES) : DCharges prévisionnelles : 2104 € annuellesPas de procédure en coursMétro Ligne 8 : Créteil UniversitéRER A : Créteil Saint MaurCommerce : Rue de Piéton- Église ou Créteil Soleil,,Il se compose d'une entrée donnant immédiatement sur la pièce de vie principale et ses rangements avec accès balcon une cuisine équipée séparée (ouvrant aussi sur le balcon) un couloir donnant accès à la chambre la salle de bains ainsi qu'un wc indépendant,Il se compose d'une entrée donnant immédiatement sur la pièce de vie principale et ses rangements avec accès balcon une cuisine équipée séparée (ouvrant aussi sur le balcon) un couloir donnant accès à la chambre la salle de bains ainsi qu'un wc indépendant,,Il se compose d'une entrée donnant immédiatement sur la pièce de vie principale et ses rangements avec accès balcon une cuisine équipée séparée (ouvrant aussi sur le balcon) un couloir donnant accès à la chambre la salle de bains ainsi qu'un wc indépendant. Cuisine neuf et équipé. 
Clichy,92110,2,1,285000 ,34.00,/annonces/appartement-clichy-92110-r444301449,"Appartement lumineux, 2 pièces rue de Paris à Clichy proche M° 13 & 14Dans une copropriété très bien entretenue, au 4e étage avec ascenseur d'un bel immeuble bourgeois années 1930, situé au 13 rue...","Appartement lumineux, 2 pièces rue de Paris à Clichy proche M° 13 & 14Dans une copropriété très bien entretenue, au 4e étage avec ascenseur d'un bel immeuble bourgeois années 1930, situé au 13 rue de Paris à Clichy (92) :Appartement très lumineux de deux pièces très bien conçu (1 salon spacieux, salle d'eau refaite en 2023, cuisine ouverte et grande chambre) d'une superficie de 34 m² à proximité immédiate des lignes 13 et 14 dans un quartier vivant et commerçant.L'appartement est entièrement rénové. Il se compose de :- 1 chambre avec moulures- 1 salon très lumineux- 1 cuisine ouverte- 1 salle d'eau refaite au mois d'avril 2023Ascenseur neuf, posé en 2021, pas de travaux AG à prévoir dans la copropriété.Une cave complète ce bien.",929,E43/1449,29 juin 2023,E,E,"Mairie de Clichy:metro-0,metro-13,;",06.33.44.50.93,Appartement lumineux 2 pièces rue de Paris à Clichy proche M° 13 & 14Dans une copropriété très bien entretenue au 4e étage avec ascenseur d'un bel immeuble bourgeois années 1930 situé au 13 rue de Paris à Clichy (92) :Appartement très lumineux de deux pièces très bien conçu (1 salon spacieux salle d'eau refaite en 2023 cuisine ouverte et grande chambre) d'une superficie de 34 m² à proximité immédiate des lignes 13 et 14 dans un quartier vivant et commerçantIl se compose de :- 1 chambre avec moulures- 1 salon très lumineux- 1 cuisine ouverte- 1 salle d'eau refaite au mois d'avril 2023Ascenseur neuf posé en 2021 pas de travaux AG à prévoir dans la copropriété,,Une cave complète ce bien,,Appartement lumineux 2 pièces rue de Paris à Clichy proche M° 13 & 14Dans une copropriété très bien entretenue au 4e étage avec ascenseur d'un bel immeuble bourgeois années 1930 situé au 13 rue de Paris à Clichy (92) :Appartement très lumineux de deux pièces très bien conçu (1 salon spacieux salle d'eau refaite en 2023 cuisine ouverte et grande chambre) d'une superficie de 34 m² à proximité immédiate des lignes 13 et 14 dans un quartier vivant et commerçant,,,,,,Appartement lumineux 2 pièces rue de Paris à Clichy proche M° 13 & 14Dans une copropriété très bien entretenue au 4e étage avec ascenseur d'un bel immeuble bourgeois années 1930 situé au 13 rue de Paris à Clichy (92) :Appartement très lumineux de deux pièces très bien conçu (1 salon spacieux salle d'eau refaite en 2023 cuisine ouverte et grande chambre) d'une superficie de 34 m² à proximité immédiate des lignes 13 et 14 dans un quartier vivant et commerçantIl se compose de :- 1 chambre avec moulures- 1 salon très lumineux- 1 cuisine ouverte- 1 salle d'eau refaite au mois d'avril 2023Ascenseur neuf posé en 2021 pas de travaux AG à prévoir dans la copropriété,,Appartement lumineux 2 pièces rue de Paris à Clichy proche M° 13 & 14Dans une copropriété très bien entretenue au 4e étage avec ascenseur d'un bel immeuble bourgeois années 1930 situé au 13 rue de Paris à Clichy (92) :Appartement très lumineux de deux pièces très bien conçu (1 salon spacieux salle d'eau refaite en 2023 cuisine ouverte et grande chambre) d'une superficie de 34 m² à proximité immédiate des lignes 13 et 14 dans un quartier vivant et commerçant. Il se compose de :- 1 chambre avec moulures- 1 salon très lumineux- 1 cuisine ouverte- 1 salle d'eau refaite au mois d'avril 2023Ascenseur neuf posé en 2021 pas de travaux AG à prévoir dans la copropriété. 
Fontenay-Aux-Roses,92260,2,1,255000 ,50.00,/annonces/appartement-fontenay-aux-roses-92260-r445800893,"Appartement 2 pièces de 50m2, en très bon état, lumineux dans un petit immeuble de 4 étages dans une résidence de Haut standing calme et verdoyante.Le bien vient accompagné d'une grande cave de...","Appartement 2 pièces de 50m2, en très bon état, lumineux dans un petit immeuble de 4 étages dans une résidence de Haut standing calme et verdoyante.Le bien vient accompagné d'une grande cave de 10m2 et d'une place de stationnement privative dans un parking en sous sol couvert et sécurisé.L'immeuble est équipé d'un ascenseur et vous permettra d'accéder à votre étage.Dans l'appartement, un grand Hall d'entrée vient desservir les différentes pièces :-   Une chambre de 11m2.-   Un grand séjour de 17m2 donnant sur le Balcon.-   Une cuisine aménagée et équipée de 6,5m2-   Une salle de Bain de 5m2-   Un grand balcon de 6m2 avec vue sur Jardin.De nombreux placards de rangement viennent compléter l'intérieur de l'appartement.Appartement rafraîchi. Aucuns travaux à prévoir.A propos de la copropriété : Aucune procédure en cours.Le montant des charges de copropriétés : 210€/ moisMontant estimé des dépenses annuelles d'énergie pour un usage standard : 649€ par an. Prix moyens des énergies indexés sur l'année 2009-2010-2011 (abonnements compris).N'hésitez pas à me contacter si vous souhaitez obtenir des informations, obtenir des photos supplémentaires ou programmer une visite.Pas de démarchage commercial svp.",814,E58/0893,29 juin 2023,D,E,"Division Leclerc:tram-0,tram-6,;",,L'immeuble est équipé d'un ascenseur et vous permettra d'accéder à votre étage,-   Un grand séjour de 17m2 donnant sur le Balcon-   Une cuisine aménagée et équipée de 65m2-   Une salle de Bain de 5m2-   Un grand balcon de 6m2 avec vue sur Jardin,Le bien vient accompagné d'une grande cave de 10m2 et d'une place de stationnement privative dans un parking en sous sol couvert et sécurisé,Le bien vient accompagné d'une grande cave de 10m2 et d'une place de stationnement privative dans un parking en sous sol couvert et sécurisé,Appartement 2 pièces de 50m2 en très bon état lumineux dans un petit immeuble de 4 étages dans une résidence de Haut standing calme et verdoyanteL'immeuble est équipé d'un ascenseur et vous permettra d'accéder à votre étage,,,Le montant des charges de copropriétés : 210€/ moisMontant estimé des dépenses annuelles d'énergie pour un usage standard : 649€ par an,,-   Une cuisine aménagée et équipée de 65m2-   Une salle de Bain de 5m2-   Un grand balcon de 6m2 avec vue sur Jardin,Dans l'appartement un grand Hall d'entrée vient desservir les différentes pièces :-   Une chambre de 11m2,-   Un grand séjour de 17m2 donnant sur le Balcon.,-   Une cuisine aménagée et équipée de 65m2-   Une salle de Bain de 5m2-   Un grand balcon de 6m2 avec vue sur Jardin. 
Issy-Les-Moulineaux,92130,2,1,330000 ,38.00,/annonces/appartement-issy-les-moulineaux-92130-r448300010,A 5 min du RER C (Gare d'Issy-les-Moulineaux) et 6 min de la ligne 12 (Mairie d'Issy) !Au 6ème étage avec ascenseur d'une copropriété (années 80) sécurisée et arborée avec gardienne.L'appartement...,"A 5 min du RER C (Gare d'Issy-les-Moulineaux) et 6 min de la ligne 12 (Mairie d'Issy) !Au 6ème étage avec ascenseur d'une copropriété (années 80) sécurisée et arborée avec gardienne.L'appartement de 37,95m2 , lumineux, se trouve côté jardin au calme avec vue. Il se compose d'un séjour avec cuisine ouverte, d'une chambre, d'une salle de douche et d'un wc indépendant ainsi que de nombreux rangements.Une cave et un parking extérieur (rare sur le secteur) complètent ce bien.Quelques travaux à prévoir (salle d'eau et cuisine à réaménager.! Agences s'abstenir",1.102,E83/0010,29 juin 2023,E,,"Jacques Henri Lartigue:tram-0,tram-2,;",,A 5 min du RER C (Gare d'Issy-les-Moulineaux) et 6 min de la ligne 12 (Mairie d'Issy) !Au 6ème étage avec ascenseur d'une copropriété (années 80) sécurisée et arborée avec gardienne,,Une cave et un parking extérieur (rare sur le secteur) complètent ce bien,Une cave et un parking extérieur (rare sur le secteur) complètent ce bien,A 5 min du RER C (Gare d'Issy-les-Moulineaux) et 6 min de la ligne 12 (Mairie d'Issy) !Au 6ème étage avec ascenseur d'une copropriété (années 80) sécurisée et arborée avec gardienne,,,,,Il se compose d'un séjour avec cuisine ouverte d'une chambre d'une salle de douche et d'un wc indépendant ainsi que de nombreux rangements,Il se compose d'un séjour avec cuisine ouverte d'une chambre d'une salle de douche et d'un wc indépendant ainsi que de nombreux rangements,Il se compose d'un séjour avec cuisine ouverte d'une chambre d'une salle de douche et d'un wc indépendant ainsi que de nombreux rangements.,Il se compose d'un séjour avec cuisine ouverte d'une chambre d'une salle de douche et d'un wc indépendant ainsi que de nombreux rangements. Quelques travaux à prévoir (salle d'eau et cuisine à réaménager. 
Neuilly-Sur-Seine,92200,2,1,274500 ,35.00,/annonces/appartement-neuilly-sur-seine-92200-r444900712,"Appartement meublé type souplex,  34.65  m2.Idéal comme pied-à-terre à Paris.Près du mètro Pont de Neuilly, il est desservi par des nombreuses lignes de bus.Quartier St-James,  l'appartement...","Appartement meublé type souplex,  34.65  m2.Idéal comme pied-à-terre à Paris.Près du mètro Pont de Neuilly, il est desservi par des nombreuses lignes de bus.Quartier St-James,  l'appartement est placé  dans une résidence sécurisée et  soignée, très près du Bois de Boulogne, de la Fondation Louis Vuitton et son Jardin d'Acclimatation, des Ambassades de Arabie Saudite et du Maro, des entreprises.C'est l'appartement le moins cher dans un quartier très prisé1 grand pièce à vivre avec cuisine américaine sur mesure équipée avec des appareils électroménagers d'haute gamme1 chambre avec coin bureau-tv, lit escamotable avec espace de rangement1 salle de douche , placards.Chauffage collectif et eau chaude.Chaque pièce a des fenêtres haut placées qui procurent lumière et ventilation.L' appartement se vend  meublé (sans les tableaux ni décoration.Prêt à vivre,  sans travaux à prévoir.Appartement qui a réuni 2 locaux a été aménagé et décoré par architecte.Il est déclaré comme appartement mais  il est interdit à la location.Charges copropriété : 360 €/trimestre.Taxe Foncière : 447 €/an.Il est possible de faire une visite virtuelle par vidéo -conférence.",888,E49/0712,29 juin 2023,E,E,"Esplanade de la Défense:metro-0,metro-1,;",(0034)665070028,,,,,,Chauffage collectif et eau chaude,,Charges copropriété : 360 €/trimestre,,C'est l'appartement le moins cher dans un quartier très prisé1 grand pièce à vivre avec cuisine américaine sur mesure équipée avec des appareils électroménagers d'haute gamme1 chambre avec coin bureau-tv lit escamotable avec espace de rangement1 salle de douche  placards,C'est l'appartement le moins cher dans un quartier très prisé1 grand pièce à vivre avec cuisine américaine sur mesure équipée avec des appareils électroménagers d'haute gamme1 chambre avec coin bureau-tv lit escamotable avec espace de rangement1 salle de douche  placards,,C'est l'appartement le moins cher dans un quartier très prisé1 grand pièce à vivre avec cuisine américaine sur mesure équipée avec des appareils électroménagers d'haute gamme1 chambre avec coin bureau-tv lit escamotable avec espace de rangement1 salle de douche  placards. 
Nanterre,92000,2,1,325000 ,50.00,/annonces/appartement-nanterre-92000-r447600977,**Superbe appartement** 2 pièces de 50 m² avec une terrasse de 17 m² au 7ème et dernier étage d'un immeuble de standing livré en 2019 au pied de la gare Nanterre Université (RER A - La Défense en 5...,"Superbe appartement 2 pièces de 50 m² avec une terrasse de 17 m² au 7ème et dernier étage d'un immeuble de standing livré en 2019 au pied de la gare Nanterre Université (RER A - La Défense en 5 min et ligne L - ParisSt-Lazare en 17 min).Cet appartement lumineux et calme se compose d'une entrée avec placards aménagés, une chambre de 11 m² avec placard, une salle de bains avec wc, une cuisine ouverte et équipée donnant sur un grand séjour de 27 m² avec accès à une terrasse de 17 m². Un emplacement de parking complète le bien.Le chauffage et la production d'eau chaude sont collectifs. La résidence comprend un local vélo.Profitez des nombreux commerces à moins de 3 min à pied (Lidl, Coccimarket, Franprix, 4 boulangeries, boucherie, librairie, centre de santé, laboratoire médicale, cabinet dentaire, pharmacie) et services (écoles, crèches, restaurants, cinéma CGR, salle de sport Basic-Fit, salle d'escalade Hapik) à proximité immédiate.Consommation énergétique : 124 kWh/m²/anEmission de gaz à effet de serre : 24 CO2/m²/anBien soumis à la copropriété : 80 lotsPas de procédure en coursCharges annuelles de copropriété : 1992 eurosTaxe foncières : 822 euros.",1.083,E76/0977,29 juin 2023,C,C,"Nanterre - Ville:rer-0,rer-a,;",07.88.69.14.53,,,,Un emplacement de parking complète le bien,Superbe appartement 2 pièces de 50 m² avec une terrasse de 17 m² au 7ème et dernier étage d'un immeuble de standing livré en 2019 au pied de la gare Nanterre Université (RER A - La Défense en 5 min et ligne L - ParisSt-Lazare en 17 min),Le chauffage et la production d'eau chaude sont collectifs,,Consommation énergétique : 124 kWh/m²/anEmission de gaz à effet de serre : 24 CO2/m²/anBien soumis à la copropriété : 80 lotsPas de procédure en coursCharges annuelles de copropriété : 1992 eurosTaxe foncières : 822 euros,,Cet appartement lumineux et calme se compose d'une entrée avec placards aménagés une chambre de 11 m² avec placard une salle de bains avec wc une cuisine ouverte et équipée donnant sur un grand séjour de 27 m² avec accès à une terrasse de 17 m²,Cet appartement lumineux et calme se compose d'une entrée avec placards aménagés une chambre de 11 m² avec placard une salle de bains avec wc une cuisine ouverte et équipée donnant sur un grand séjour de 27 m² avec accès à une terrasse de 17 m²,Cet appartement lumineux et calme se compose d'une entrée avec placards aménagés une chambre de 11 m² avec placard une salle de bains avec wc une cuisine ouverte et équipée donnant sur un grand séjour de 27 m² avec accès à une terrasse de 17 m².,Cet appartement lumineux et calme se compose d'une entrée avec placards aménagés une chambre de 11 m² avec placard une salle de bains avec wc une cuisine ouverte et équipée donnant sur un grand séjour de 27 m² avec accès à une terrasse de 17 m². 
Saint-Maur-Des-Fossés,94210,2,1,299000 ,47.00,/annonces/appartement-saint-maur-des-fosses-94210-r443502012,"Situé dans le quartier des Mûriers à St-Maur-des-Fossés, à proximité immédiate des bords de marne (5 minutes à pied), je vous invite à découvrir ce beau T2 d'une superficie de 47 m².L'appartement...","Situé dans le quartier des Mûriers à St-Maur-des-Fossés, à proximité immédiate des bords de marne (5 minutes à pied), je vous invite à découvrir ce beau T2 d'une superficie de 47 m².L'appartement est situé au 4ème et dernier étage de l'immeuble, accessible à l'aide d'un ascenseur.Il se compose d'une petite entrée donnant sur un grand salon avec une cuisine ouverte, bien aménagée et entièrement équipée (lave-vaisselle, four, four à micro-onde, et plaques de cuisson).Surplombant la ville, un grand balcon filant de 10 m² vous donnera accès à une vue dégagée sur les toits de la ville de Saint-Maur.Au fond de la pièce se trouve l'espace nuit avec une salle d'eau comportant une belle et grande douche à l'italienne (toilettes séparées).Attenante à la salle de bain, vous trouverez une chambre comportant un grand placard intégré et avec un accès sur le balcon filant. L'appartement étant situé en bout d'immeuble, il n'y a pas de voisin côté chambre.Niveau exposition, il vous sera possible d'assister à de magnifiques couchés de soleil tous les soirs, l'appartement est très lumineux jusqu'à 21h30 -22h en été.L'appartement a été rénové en 2018, il n'y a pas de travaux à prévoir dans l'immédiat. Le bien comporte également une cave de 4 m².Pour pouvoir facilement vous stationner, il est également possible d'acheter un box de 15 m² situé dans le parking souterrain de la copropriété (en supplément).L'immeuble se situe également à moins d'une minute à pied d'un arrêt de bus (ligne 117) qui vous dépose en 9 minutes à la gare du RER A de Champigny afin de pouvoir rejoindre Paris facilement.Les charges de copropriété sont de 325 euros par mois (entretien de l'immeuble, eau chaude, eau froide et chauffage inclus).Un ravalement intégral de l'immeuble a été effectué durant le premier semestre de l'année 2023, celui-ci a été totalement payé (300 000 euros au total).A visiter sans tarder !",983,E35/2012,29 juin 2023,F,F,"Sucy - Bonneuil:rer-0,rer-a,;",,L'appartement est situé au 4ème et dernier étage de l'immeuble accessible à l'aide d'un ascenseur,Surplombant la ville un grand balcon filant de 10 m² vous donnera accès à une vue dégagée sur les toits de la ville de Saint-MaurAttenante à la salle de bain vous trouverez une chambre comportant un grand placard intégré et avec un accès sur le balcon filant,Le bien comporte également une cave de 4 m²,Pour pouvoir facilement vous stationner il est également possible d'acheter un box de 15 m² situé dans le parking souterrain de la copropriété (en supplément),L'appartement est situé au 4ème et dernier étage de l'immeuble accessible à l'aide d'un ascenseur,Les charges de copropriété sont de 325 euros par mois (entretien de l'immeuble eau chaude eau froide et chauffage inclus),,Les charges de copropriété sont de 325 euros par mois (entretien de l'immeuble eau chaude eau froide et chauffage inclus),,Au fond de la pièce se trouve l'espace nuit avec une salle d'eau comportant une belle et grande douche à l'italienne (toilettes séparées)Attenante à la salle de bain vous trouverez une chambre comportant un grand placard intégré et avec un accès sur le balcon filant,Attenante à la salle de bain vous trouverez une chambre comportant un grand placard intégré et avec un accès sur le balcon filantL'appartement étant situé en bout d'immeuble il n'y a pas de voisin côté chambre,,Il se compose d'une petite entrée donnant sur un grand salon avec une cuisine ouverte bien aménagée et entièrement équipée (lave-vaisselle four four à micro-onde et plaques de cuisson). 
