surface_class,rent_min,rent_avg,rent_max,post_code,insee_code,city_label
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77950,77269,Maincy
2,660, 683,700,77950,77269,Maincy
3,660,,700,77950,77269,Maincy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77580,77270,Maisoncelles-en-Brie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77580,77270,Maisoncelles-en-Brie
3,pour communiquer des données fiables,,pour communiquer des données fiables,77580,77270,Maisoncelles-en-Brie
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77570,77271,Maisoncelles-en-Gâtinais
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77570,77271,Maisoncelles-en-Gâtinais
3,pour communiquer des données fiables,,pour communiquer des données fiables,77570,77271,Maisoncelles-en-Gâtinais
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77370,77272,Maison-Rouge
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77370,77272,Maison-Rouge
3,pour communiquer des données fiables,,pour communiquer des données fiables,77370,77272,Maison-Rouge
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77230,77273,Marchémoret
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77230,77273,Marchémoret
3,pour communiquer des données fiables,,pour communiquer des données fiables,77230,77273,Marchémoret
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77139,77274,Marcilly
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77139,77274,Marcilly
3,pour communiquer des données fiables,,pour communiquer des données fiables,77139,77274,Marcilly
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77560,77275,Les Marêts
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77560,77275,Les Marêts
3,pour communiquer des données fiables,,pour communiquer des données fiables,77560,77275,Les Marêts
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77100,77276,Mareuil-lès-Meaux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77100,77276,Mareuil-lès-Meaux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77100,77276,Mareuil-lès-Meaux
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77610,77277,Marles-en-Brie
2,640, 643,645,77610,77277,Marles-en-Brie
3,640,,645,77610,77277,Marles-en-Brie
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77120,77278,Marolles-en-Brie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77120,77278,Marolles-en-Brie
3,pour communiquer des données fiables,,pour communiquer des données fiables,77120,77278,Marolles-en-Brie
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77130,77279,Marolles-sur-Seine
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77130,77279,Marolles-sur-Seine
3,pour communiquer des données fiables,,pour communiquer des données fiables,77130,77279,Marolles-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77440,77280,Mary-sur-Marne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77440,77280,Mary-sur-Marne
3,pour communiquer des données fiables,,pour communiquer des données fiables,77440,77280,Mary-sur-Marne
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77120,77281,Mauperthuis
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77120,77281,Mauperthuis
3,pour communiquer des données fiables,,pour communiquer des données fiables,77120,77281,Mauperthuis
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77990,77282,Mauregard
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77990,77282,Mauregard
3,pour communiquer des données fiables,,pour communiquer des données fiables,77990,77282,Mauregard
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77145,77283,May-en-Multien
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77145,77283,May-en-Multien
3,pour communiquer des données fiables,,pour communiquer des données fiables,77145,77283,May-en-Multien
1,610, 694,730,77100,77284,Meaux
2,568, 748,920,77100,77284,Meaux
3,790, 863,930,77100,77284,Meaux
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77350,77285,Le Mée-sur-Seine
2,650, 763,880,77350,77285,Le Mée-sur-Seine
3,650,,880,77350,77285,Le Mée-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77520,77286,Meigneux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77520,77286,Meigneux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77520,77286,Meigneux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77320,77287,Meilleray
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77320,77287,Meilleray
3,pour communiquer des données fiables,,pour communiquer des données fiables,77320,77287,Meilleray
1,550, 629,700,77000,77288,Melun
2,550, 725,1000,77000,77288,Melun
3,700, 827,995,77000,77288,Melun
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77171,77289,Melz-sur-Seine
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77171,77289,Melz-sur-Seine
3,pour communiquer des données fiables,,pour communiquer des données fiables,77171,77289,Melz-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77730,77290,Méry-sur-Marne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77730,77290,Méry-sur-Marne
3,pour communiquer des données fiables,,pour communiquer des données fiables,77730,77290,Méry-sur-Marne
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77990,77291,Le Mesnil-Amelot
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77990,77291,Le Mesnil-Amelot
3,pour communiquer des données fiables,,pour communiquer des données fiables,77990,77291,Le Mesnil-Amelot
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77410,77292,Messy
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77410,77292,Messy
3,pour communiquer des données fiables,,pour communiquer des données fiables,77410,77292,Messy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77130,77293,Misy-sur-Yonne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77130,77293,Misy-sur-Yonne
3,pour communiquer des données fiables,,pour communiquer des données fiables,77130,77293,Misy-sur-Yonne
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77290,77294,Mitry-Mory
2,730, 819,890,77290,77294,Mitry-Mory
3,730,,890,77290,77294,Mitry-Mory
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77950,77295,Moisenay
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77950,77295,Moisenay
3,pour communiquer des données fiables,,pour communiquer des données fiables,77950,77295,Moisenay
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77550,77296,Moissy-Cramayel
2,720, 828,999,77550,77296,Moissy-Cramayel
3,720,,999,77550,77296,Moissy-Cramayel
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77570,77297,Mondreville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77570,77297,Mondreville
3,pour communiquer des données fiables,,pour communiquer des données fiables,77570,77297,Mondreville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77520,77298,Mons-en-Montois
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77520,77298,Mons-en-Montois
3,pour communiquer des données fiables,,pour communiquer des données fiables,77520,77298,Mons-en-Montois
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77250,77299,Montarlot
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77250,77299,Montarlot
3,pour communiquer des données fiables,,pour communiquer des données fiables,77250,77299,Montarlot
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77470,77300,Montceaux-lès-Meaux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77470,77300,Montceaux-lès-Meaux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77470,77300,Montceaux-lès-Meaux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77151,77301,Montceaux-lès-Provins
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77151,77301,Montceaux-lès-Provins
3,pour communiquer des données fiables,,pour communiquer des données fiables,77151,77301,Montceaux-lès-Provins
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77140,77302,Montcourt-Fromonville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77140,77302,Montcourt-Fromonville
3,pour communiquer des données fiables,,pour communiquer des données fiables,77140,77302,Montcourt-Fromonville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77320,77303,Montdauphin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77320,77303,Montdauphin
3,pour communiquer des données fiables,,pour communiquer des données fiables,77320,77303,Montdauphin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77320,77304,Montenils
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77320,77304,Montenils
3,pour communiquer des données fiables,,pour communiquer des données fiables,77320,77304,Montenils
1,475, 491,500,77130,77305,Montereau-Fault-Yonne
2,465, 588,700,77130,77305,Montereau-Fault-Yonne
3,465,,700,77130,77305,Montereau-Fault-Yonne
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77950,77306,Montereau-sur-le-Jard
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77950,77306,Montereau-sur-le-Jard
3,pour communiquer des données fiables,,pour communiquer des données fiables,77950,77306,Montereau-sur-le-Jard
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77144,77307,Montévrain
2,700, 928,1330,77144,77307,Montévrain
3,700,,1330,77144,77307,Montévrain
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77230,77308,Montgé-en-Goële
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77230,77308,Montgé-en-Goële
3,pour communiquer des données fiables,,pour communiquer des données fiables,77230,77308,Montgé-en-Goële
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77122,77309,Monthyon
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77122,77309,Monthyon
3,pour communiquer des données fiables,,pour communiquer des données fiables,77122,77309,Monthyon
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77480,77310,Montigny-le-Guesdier
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77480,77310,Montigny-le-Guesdier
3,pour communiquer des données fiables,,pour communiquer des données fiables,77480,77310,Montigny-le-Guesdier
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77520,77311,Montigny-Lencoup
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77520,77311,Montigny-Lencoup
3,pour communiquer des données fiables,,pour communiquer des données fiables,77520,77311,Montigny-Lencoup
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77690,77312,Montigny-sur-Loing
2,550, 578,600,77690,77312,Montigny-sur-Loing
3,550,,600,77690,77312,Montigny-sur-Loing
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77940,77313,Montmachoux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77940,77313,Montmachoux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77940,77313,Montmachoux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77320,77314,Montolivet
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77320,77314,Montolivet
3,pour communiquer des données fiables,,pour communiquer des données fiables,77320,77314,Montolivet
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77450,77315,Montry
2,700, 733,780,77450,77315,Montry
3,700,,780,77450,77315,Montry
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77250,77316,Moret-sur-Loing
2,500, 787,880,77250,77316,Moret-sur-Loing
3,500,,880,77250,77316,Moret-sur-Loing
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77720,77317,Mormant
2,580, 655,760,77720,77317,Mormant
3,580,,760,77720,77317,Mormant
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77163,77318,Mortcerf
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77163,77318,Mortcerf
3,pour communiquer des données fiables,,pour communiquer des données fiables,77163,77318,Mortcerf
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77160,77319,Mortery
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77160,77319,Mortery
3,pour communiquer des données fiables,,pour communiquer des données fiables,77160,77319,Mortery
1,490, 526,556,77120,77320,Mouroux
2,490,,556,77120,77320,Mouroux
3,490,,556,77120,77320,Mouroux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77480,77321,Mousseaux-lès-Bray
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77480,77321,Mousseaux-lès-Bray
3,pour communiquer des données fiables,,pour communiquer des données fiables,77480,77321,Mousseaux-lès-Bray
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77230,77322,Moussy-le-Neuf
2,750, 803,850,77230,77322,Moussy-le-Neuf
3,750,,850,77230,77322,Moussy-le-Neuf
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77230,77323,Moussy-le-Vieux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77230,77323,Moussy-le-Vieux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77230,77323,Moussy-le-Vieux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77480,77325,Mouy-sur-Seine
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77480,77325,Mouy-sur-Seine
3,pour communiquer des données fiables,,pour communiquer des données fiables,77480,77325,Mouy-sur-Seine
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77176,77326,Nandy
2,600, 692,790,77176,77326,Nandy
3,600,,790,77176,77326,Nandy
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77370,77327,Nangis
2,515, 605,650,77370,77327,Nangis
3,600, 603,605,77370,77327,Nangis
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77760,77328,Nanteau-sur-Essonne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77760,77328,Nanteau-sur-Essonne
3,pour communiquer des données fiables,,pour communiquer des données fiables,77760,77328,Nanteau-sur-Essonne
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77710,77329,Nanteau-sur-Lunain
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77710,77329,Nanteau-sur-Lunain
3,pour communiquer des données fiables,,pour communiquer des données fiables,77710,77329,Nanteau-sur-Lunain
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77100,77330,Nanteuil-lès-Meaux
2,600, 704,750,77100,77330,Nanteuil-lès-Meaux
3,600,,750,77100,77330,Nanteuil-lès-Meaux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77730,77331,Nanteuil-sur-Marne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77730,77331,Nanteuil-sur-Marne
3,pour communiquer des données fiables,,pour communiquer des données fiables,77730,77331,Nanteuil-sur-Marne
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77230,77332,Nantouillet
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77230,77332,Nantouillet
3,pour communiquer des données fiables,,pour communiquer des données fiables,77230,77332,Nantouillet
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77140,77333,Nemours
2,465, 570,690,77140,77333,Nemours
3,465,,690,77140,77333,Nemours
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77124,77335,Chauconin-Neufmontiers
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77124,77335,Chauconin-Neufmontiers
3,pour communiquer des données fiables,,pour communiquer des données fiables,77124,77335,Chauconin-Neufmontiers
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77610,77336,Neufmoutiers-en-Brie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77610,77336,Neufmoutiers-en-Brie
3,pour communiquer des données fiables,,pour communiquer des données fiables,77610,77336,Neufmoutiers-en-Brie
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77186,77337,Noisiel
2,700, 788,820,77186,77337,Noisiel
3,700,,820,77186,77337,Noisiel
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77940,77338,Noisy-Rudignon
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77940,77338,Noisy-Rudignon
3,pour communiquer des données fiables,,pour communiquer des données fiables,77940,77338,Noisy-Rudignon
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77123,77339,Noisy-sur-École
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77123,77339,Noisy-sur-École
3,pour communiquer des données fiables,,pour communiquer des données fiables,77123,77339,Noisy-sur-École
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77140,77340,Nonville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77140,77340,Nonville
3,pour communiquer des données fiables,,pour communiquer des données fiables,77140,77340,Nonville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77114,77341,Noyen-sur-Seine
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77114,77341,Noyen-sur-Seine
3,pour communiquer des données fiables,,pour communiquer des données fiables,77114,77341,Noyen-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77890,77342,Obsonville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77890,77342,Obsonville
3,pour communiquer des données fiables,,pour communiquer des données fiables,77890,77342,Obsonville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77440,77343,Ocquerre
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77440,77343,Ocquerre
3,pour communiquer des données fiables,,pour communiquer des données fiables,77440,77343,Ocquerre
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77178,77344,Oissery
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77178,77344,Oissery
3,pour communiquer des données fiables,,pour communiquer des données fiables,77178,77344,Oissery
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77750,77345,Orly-sur-Morin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77750,77345,Orly-sur-Morin
3,pour communiquer des données fiables,,pour communiquer des données fiables,77750,77345,Orly-sur-Morin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77134,77347,Les Ormes-sur-Voulzie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77134,77347,Les Ormes-sur-Voulzie
3,pour communiquer des données fiables,,pour communiquer des données fiables,77134,77347,Les Ormes-sur-Voulzie
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77167,77348,Ormesson
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77167,77348,Ormesson
3,pour communiquer des données fiables,,pour communiquer des données fiables,77167,77348,Ormesson
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77280,77349,Othis
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77280,77349,Othis
3,pour communiquer des données fiables,,pour communiquer des données fiables,77280,77349,Othis
1,630, 653,670,77330,77350,Ozoir-la-Ferrière
2,640, 822,915,77330,77350,Ozoir-la-Ferrière
3,640,,915,77330,77350,Ozoir-la-Ferrière
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77390,77352,Ozouer-le-Voulgis
2,600, 619,660,77390,77352,Ozouer-le-Voulgis
3,600,,660,77390,77352,Ozouer-le-Voulgis
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77710,77353,Paley
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77710,77353,Paley
3,pour communiquer des données fiables,,pour communiquer des données fiables,77710,77353,Paley
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77830,77354,Pamfou
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77830,77354,Pamfou
3,pour communiquer des données fiables,,pour communiquer des données fiables,77830,77354,Pamfou
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77520,77355,Paroy
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77520,77355,Paroy
3,pour communiquer des données fiables,,pour communiquer des données fiables,77520,77355,Paroy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77480,77356,Passy-sur-Seine
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77480,77356,Passy-sur-Seine
3,pour communiquer des données fiables,,pour communiquer des données fiables,77480,77356,Passy-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77970,77357,Pécy
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77970,77357,Pécy
3,pour communiquer des données fiables,,pour communiquer des données fiables,77970,77357,Pécy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77124,77358,Penchard
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77124,77358,Penchard
3,pour communiquer des données fiables,,pour communiquer des données fiables,77124,77358,Penchard
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77930,77359,Perthes
2,560, 608,650,77930,77359,Perthes
3,560,,650,77930,77359,Perthes
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77131,77360,Pézarches
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77131,77360,Pézarches
3,pour communiquer des données fiables,,pour communiquer des données fiables,77131,77360,Pézarches
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77580,77361,Pierre-Levée
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77580,77361,Pierre-Levée
3,pour communiquer des données fiables,,pour communiquer des données fiables,77580,77361,Pierre-Levée
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77181,77363,Le Pin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77181,77363,Le Pin
3,pour communiquer des données fiables,,pour communiquer des données fiables,77181,77363,Le Pin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77165,77364,Le Plessis-aux-Bois
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77165,77364,Le Plessis-aux-Bois
3,pour communiquer des données fiables,,pour communiquer des données fiables,77165,77364,Le Plessis-aux-Bois
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77540,77365,Le Plessis-Feu-Aussoux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77540,77365,Le Plessis-Feu-Aussoux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77540,77365,Le Plessis-Feu-Aussoux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77165,77366,Le Plessis-l'Évêque
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77165,77366,Le Plessis-l'Évêque
3,pour communiquer des données fiables,,pour communiquer des données fiables,77165,77366,Le Plessis-l'Évêque
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77440,77367,Le Plessis-Placy
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77440,77367,Le Plessis-Placy
3,pour communiquer des données fiables,,pour communiquer des données fiables,77440,77367,Le Plessis-Placy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77160,77368,Poigny
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77160,77368,Poigny
3,pour communiquer des données fiables,,pour communiquer des données fiables,77160,77368,Poigny
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77470,77369,Poincy
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77470,77369,Poincy
3,pour communiquer des données fiables,,pour communiquer des données fiables,77470,77369,Poincy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77167,77370,Poligny
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77167,77370,Poligny
3,pour communiquer des données fiables,,pour communiquer des données fiables,77167,77370,Poligny
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77515,77371,Pommeuse
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77515,77371,Pommeuse
3,pour communiquer des données fiables,,pour communiquer des données fiables,77515,77371,Pommeuse
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77400,77372,Pomponne
2,790, 828,860,77400,77372,Pomponne
3,790,,860,77400,77372,Pomponne
1,585, 631,670,77340,77373,Pontault-Combault
2,680, 800,883,77340,77373,Pontault-Combault
3,795, 870,980,77340,77373,Pontault-Combault
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77135,77374,Pontcarré
2,600, 684,740,77135,77374,Pontcarré
3,600,,740,77135,77374,Pontcarré
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77410,77376,Précy-sur-Marne
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77410,77376,Précy-sur-Marne
3,pour communiquer des données fiables,,pour communiquer des données fiables,77410,77376,Précy-sur-Marne
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77220,77377,Presles-en-Brie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77220,77377,Presles-en-Brie
3,pour communiquer des données fiables,,pour communiquer des données fiables,77220,77377,Presles-en-Brie
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77310,77378,Pringy
2,560, 648,770,77310,77378,Pringy
3,560,,770,77310,77378,Pringy
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77160,77379,Provins
2,495, 571,710,77160,77379,Provins
3,495,,710,77160,77379,Provins
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77139,77380,Puisieux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77139,77380,Puisieux
3,pour communiquer des données fiables,,pour communiquer des données fiables,77139,77380,Puisieux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77720,77381,Quiers
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77720,77381,Quiers
3,pour communiquer des données fiables,,pour communiquer des données fiables,77720,77381,Quiers
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77860,77382,Quincy-Voisins
2,540, 581,615,77860,77382,Quincy-Voisins
3,540,,615,77860,77382,Quincy-Voisins
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77370,77383,Rampillon
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77370,77383,Rampillon
3,pour communiquer des données fiables,,pour communiquer des données fiables,77370,77383,Rampillon
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77550,77384,Réau
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77550,77384,Réau
3,pour communiquer des données fiables,,pour communiquer des données fiables,77550,77384,Réau
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77510,77385,Rebais
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77510,77385,Rebais
3,pour communiquer des données fiables,,pour communiquer des données fiables,77510,77385,Rebais
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77760,77386,Recloses
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77760,77386,Recloses
3,pour communiquer des données fiables,,pour communiquer des données fiables,77760,77386,Recloses
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77710,77387,Remauville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77710,77387,Remauville
3,pour communiquer des données fiables,,pour communiquer des données fiables,77710,77387,Remauville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,77260,77388,Reuil-en-Brie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,77260,77388,Reuil-en-Brie
3,pour communiquer des données fiables,,pour communiquer des données fiables,77260,77388,Reuil-en-Brie
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77000,77389,La Rochette
2,670, 690,700,77000,77389,La Rochette
3,750, 773,790,77000,77389,La Rochette
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,77680,77390,Roissy-en-Brie
