post_code;insee_code;city_label
93430;93079;Villetaneuse
94480;94001;Ablon-sur-Seine
94140;94002;Alfortville
94110;94003;Arcueil
94470;94004;Boissy-Saint-Léger
94380;94011;Bonneuil-sur-Marne
94360;94015;Bry-sur-Marne
94230;94016;Cachan
94500;94017;Champigny-sur-Marne
94220;94018;Charenton-le-Pont
94430;94019;Chennevières-sur-Marne
94550;94021;Chevilly-Larue
94600;94022;Choisy-le-Roi
94000;94028;Créteil
94120;94033;Fontenay-sous-Bois
94260;94034;Fresnes
94250;94037;Gentilly
94240;94038;L' Haÿ-les-Roses
94200;94041;Ivry-sur-Seine
94340;94042;Joinville-le-Pont
94270;94043;Le Kremlin-Bicêtre
94450;94044;Limeil-Brévannes
94700;94046;Maisons-Alfort
94520;94047;Mandres-les-Roses
94440;94048;Marolles-en-Brie
94130;94052;Nogent-sur-Marne
94880;94053;Noiseau
94310;94054;Orly
94490;94055;Ormesson-sur-Marne
94520;94056;Périgny
94170;94058;Le Perreux-sur-Marne
94420;94059;Le Plessis-Trévise
94510;94060;La Queue-en-Brie
94150;94065;Rungis
94160;94067;Saint-Mandé
94100;94068;Saint-Maur-des-Fossés
94410;94069;Saint-Maurice
94440;94070;Santeny
94370;94071;Sucy-en-Brie
94320;94073;Thiais
94460;94074;Valenton
94440;94075;Villecresnes
94800;94076;Villejuif
94290;94077;Villeneuve-le-Roi
94190;94078;Villeneuve-Saint-Georges
94350;94079;Villiers-sur-Marne
94300;94080;Vincennes
94400;94081;Vitry-sur-Seine
95450;95002;Ableiges
95510;95008;Aincourt
95710;95011;Ambleville
95510;95012;Amenucourt
95580;95014;Andilly
95100;95018;Argenteuil
95400;95019;Arnouville
95810;95023;Arronville
95420;95024;Arthies
95270;95026;Asnières-sur-Oise
95570;95028;Attainville
95430;95039;Auvers-sur-Oise
95450;95040;Avernes
95560;95042;Baillet-en-France
95420;95046;Banthelu
95250;95051;Beauchamp
95260;95052;Beaumont-sur-Oise
95750;95054;Le Bellay-en-Vexin
95270;95055;Bellefontaine
95270;95056;Belloy-en-France
95340;95058;Bernes-sur-Oise
95810;95059;Berville
95550;95060;Bessancourt
95840;95061;Béthemont-la-Forêt
95870;95063;Bezons
95000;95074;Boisemont
95650;95078;Boissy-l'Aillerie
95500;95088;Bonneuil-en-France
95570;95091;Bouffémont
95720;95094;Bouqueval
95710;95101;Bray-et-Lû
95640;95102;Bréançon
95640;95110;Brignancourt
95820;95116;Bruyères-sur-Oise
95770;95119;Buhy
95430;95120;Butry-sur-Oise
95000;95127;Cergy
95660;95134;Champagne-sur-Oise
95420;95139;La Chapelle-en-Vexin
95420;95141;Charmont
95750;95142;Chars
95190;95144;Châtenay-en-France
95270;95149;Chaumontel
95710;95150;Chaussy
95560;95151;Chauvry
95380;95154;Chennevières-lès-Louvres
95510;95157;Chérence
95420;95166;Cléry-en-Vexin
95450;95169;Commeny
95450;95170;Condécourt
95240;95176;Cormeilles-en-Parisis
95830;95177;Cormeilles-en-Vexin
95650;95181;Courcelles-sur-Viosne
95800;95183;Courdimanche
95170;95197;Deuil-la-Barre
95330;95199;Domont
95600;95203;Eaubonne
95440;95205;Écouen
95880;95210;Enghien-les-Bains
95300;95211;Ennery
95380;95212;Épiais-lès-Louvres
95810;95213;Épiais-Rhus
95270;95214;Épinay-Champlâtreux
95610;95218;Éragny
95120;95219;Ermont
95460;95229;Ézanville
95190;95241;Fontenay-en-Parisis
95470;95250;Fosses
95130;95252;Franconville
95450;95253;Frémainville
95830;95254;Frémécourt
95740;95256;Frépillon
95530;95257;La Frette-sur-Seine
95690;95258;Frouville
95450;95259;Gadancourt
95140;95268;Garges-lès-Gonesse
95420;95270;Genainville
95650;95271;Génicourt
95500;95277;Gonesse
95190;95280;Goussainville
95450;95282;Gouzangrez
95810;95287;Grisy-les-Plâtres
95410;95288;Groslay
95450;95295;Guiry-en-Vexin
95640;95298;Haravilliers
95780;95301;Haute-Isle
95640;95303;Le Heaulme
95690;95304;Hédouville
95220;95306;Herblay
95300;95308;Hérouville
95420;95309;Hodent
95290;95313;L' Isle-Adam
95850;95316;Jagny-sous-Bois
95280;95323;Jouy-le-Moutier
95690;95328;Labbeville
95270;95331;Lassy
95300;95341;Livilliers
95450;95348;Longuesse
95380;95351;Louvres
95270;95352;Luzarches
95560;95353;Maffliers
95420;95355;Magny-en-Vexin
95850;95365;Mareil-en-France
95580;95369;Margency
95640;95370;Marines
95670;95371;Marly-la-Ville
95420;95379;Maudétour-en-Vexin
95810;95387;Menouville
95180;95388;Menucourt
95630;95392;Mériel
95540;95394;Méry-sur-Oise
95720;95395;Le Mesnil-Aubry
95570;95409;Moisselles
95650;95422;Montgeroult
95370;95424;Montigny-lès-Cormeilles
95680;95426;Montlignon
95360;95427;Montmagny
95160;95428;Montmorency
95770;95429;Montreuil-sur-Epte
95560;95430;Montsoult
95260;95436;Mours
95640;95438;Moussy
95590;95445;Nerville-la-Forêt
95690;95446;Nesles-la-Vallée
95640;95447;Neuilly-en-Vexin
95000;95450;Neuville-sur-Oise
95590;95452;Nointel
95270;95456;Noisy-sur-Oise
95420;95459;Nucourt
95420;95462;Omerville
95520;95476;Osny
95620;95480;Parmain
95450;95483;Le Perchay
95340;95487;Persan
95480;95488;Pierrelaye
95350;95489;Piscop
95130;95491;Le Plessis-Bouchard
95720;95492;Le Plessis-Gassot
95270;95493;Le Plessis-Luzarches
95000;95500;Pontoise
95590;95504;Presles
95380;95509;Puiseux-en-France
95650;95510;Puiseux-Pontoise
95780;95523;La Roche-Guyon
95700;95527;Roissy-en-France
95340;95529;Ronquerolles
95450;95535;Sagy
95350;95539;Saint-Brice-sous-Forêt
95770;95541;Saint-Clair-sur-Epte
95510;95543;Saint-Cyr-en-Arthies
95420;95554;Saint-Gervais
95210;95555;Saint-Gratien
95320;95563;Saint-Leu-la-Forêt
95270;95566;Saint-Martin-du-Tertre
95310;95572;Saint-Ouen-l'Aumône
95390;95574;Saint-Prix
95470;95580;Saint-Witz
95110;95582;Sannois
95640;95584;Santeuil
95200;95585;Sarcelles
95450;95592;Seraincourt
95270;95594;Seugy
95230;95598;Soisy-sous-Montmorency
95470;95604;Survilliers
95150;95607;Taverny
95450;95610;Théméricourt
95810;95611;Theuville
95500;95612;Le Thillay
95450;95625;Us
95810;95627;Vallangoujard
95760;95628;Valmondois
95500;95633;Vaudherland
95490;95637;Vauréal
95470;95641;Vémars
95510;95651;Vétheuil
95270;95652;Viarmes
95510;95656;Vienne-en-Arthies
95450;95658;Vigny
95570;95660;Villaines-sous-Bois
95380;95675;Villeron
95510;95676;Villers-en-Arthies
95840;95678;Villiers-Adam
95400;95680;Villiers-le-Bel
95720;95682;Villiers-le-Sec
95420;95690;Wy-dit-Joli-Village
